job_card_date,invoice_line_text,material,supplier_name,review_text
07-05-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,The product did not meet my expectations. Poor quality and cheap materials.
07-05-2018,Side Mirror Cover,Plastic,Nandini Automotive Services,The product did not meet my expectations. Poor quality and cheap materials.
07-05-2018,Coolant Pipe,Plastic,Techno Car Repairs,Very happy with this purchase! It fits my car perfectly and works smoothly.
07-05-2018,Fuel Tank,Aluminum,Durga Motors,"Quality is okay, but it could be better. Not as durable as expected."
07-05-2018,Engine Cover,Aluminum,Rajesh Auto Suppliers,"Not as expected, needs improvement. The quality could be better."
07-05-2018,Wheel Rim,Steel,Vidhyarthi Auto Solutions,"Amazing performance, highly recommend! A must-buy for all car owners."
07-05-2018,Dashboard Cover,Plastic,Shakti Automotive,"Product works fine, good for the price. Would buy again."
07-05-2018,Dashboard Cover,Plastic,Shree Durga Auto Solutions,This part fits perfectly and works like a charm. Totally recommend it!
07-05-2018,Dashboard Cover,Plastic,Prabha Auto Parts,Not impressed. The part started rusting after a few weeks of use.
07-05-2018,Radiator,Aluminum,Sree Auto Enterprises,"Satisfactory, meets the needs. Could be better in terms of fitment."
07-05-2018,Wheel Rim,Steel,Prakash Auto Components,"Quality is okay, but it could be better. Not as durable as expected."
08-05-2018,Radiator,Aluminum,Lakshmi Vehicle Components,"Average product, but works fine for basic needs. Could be sturdier."
08-05-2018,Side Mirror Cover,Plastic,Krishnamurthy Automotive,"Product fits well, but the finish could have been better. Overall, okay."
08-05-2018,Exhaust Pipe,Steel,Krishnamurthy Automotive,The product did not meet my expectations. Poor quality and cheap materials.
08-05-2018,Side Mirror Cover,Plastic,Durga Motors,"Great product, but it took longer to arrive than expected."
08-05-2018,Coolant Pipe,Plastic,Sree Krishna Motors,"Received the item late, but it works fine. A little disappointed with the delay."
08-05-2018,Side Mirror Cover,Plastic,Omkar Auto Traders,No complaints. The part performs well and was easy to install.
08-05-2018,Radiator,Aluminum,Jayam Vehicle Components,Absolutely perfect! Everything fits and functions as it should.
08-05-2018,Engine Cover,Aluminum,Prabha Auto Parts,A great product at an affordable price. Would recommend to others.
08-05-2018,Wheel Rim,Steel,Kaveri Engine Parts,I regret buying this. It's not as advertised and doesn't work properly.
08-05-2018,Radiator,Aluminum,Sree Auto Enterprises,"Worth the price, satisfied overall. Installation was simple and easy."
08-05-2018,Rubber Seal,Rubber,Anand Auto Services,"Not as expected, needs improvement. The quality could be better."
08-05-2018,Coolant Pipe,Plastic,Sree Krishna Motors,"Worth the price, satisfied overall. Installation was simple and easy."
08-05-2018,Wheel Rim,Steel,Krishnamurthy Automotive,I regret buying this. It's not as advertised and doesn't work properly.
08-05-2018,Wheel Rim,Steel,Shree Durga Auto Solutions,"Product works fine, good for the price. Would buy again."
08-05-2018,Exhaust Pipe,Steel,Rajesh Auto Suppliers,"Average product, but works fine for basic needs. Could be sturdier."
08-05-2018,Rubber Seal,Rubber,Prakash Auto Components,Not impressed. The part started rusting after a few weeks of use.
08-05-2018,Exhaust Pipe,Steel,Ramesh Auto Traders,"Received the item late, but it works fine. A little disappointed with the delay."
08-05-2018,Radiator,Aluminum,Ashwini Auto Parts,Expected better quality for the price. Not satisfied with the product.
08-05-2018,Coolant Pipe,Plastic,Venkateshwara Motors,Absolutely perfect! Everything fits and functions as it should.
08-05-2018,Car Battery Case,Plastic,Sree Auto Enterprises,Very happy with this purchase! It fits my car perfectly and works smoothly.
08-05-2018,Side Mirror Cover,Plastic,Raghavendra Auto Parts,"Worst purchase ever, broke after one week. Very disappointed."
08-05-2018,Car Battery Case,Plastic,Sree Krishna Motors,Very happy with this purchase! It fits my car perfectly and works smoothly.
09-05-2018,Exhaust Pipe,Steel,Ravi Auto Engineers,"Product works fine, good for the price. Would buy again."
09-05-2018,Brake Disc,Steel,Omkar Auto Traders,Expected better quality for the price. Not satisfied with the product.
09-05-2018,Coolant Pipe,Plastic,Prabha Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
09-05-2018,Radiator,Aluminum,Ganga Auto Works,"Customer service was very helpful, and the product is good."
09-05-2018,Wheel Rim,Steel,Kaveri Engine Parts,"Product works fine, good for the price. Would buy again."
09-05-2018,Dashboard Cover,Plastic,Sree Krishna Motors,Absolutely perfect! Everything fits and functions as it should.
09-05-2018,Wheel Rim,Steel,Ganesh Car Services,"Not bad, but the price could be reduced a little. It's functional, though."
09-05-2018,Exhaust Pipe,Steel,Prakash Auto Components,I regret buying this. It's not as advertised and doesn't work properly.
09-05-2018,Wheel Rim,Steel,Ramesh Auto Traders,"Not bad, but the price could be reduced a little. It's functional, though."
09-05-2018,Engine Cover,Aluminum,Lakshmi Vehicle Components,"Great service, product works perfectly. Highly satisfied with the purchase."
09-05-2018,Dashboard Cover,Plastic,Ganga Auto Works,"Customer service was very helpful, and the product is good."
09-05-2018,Engine Cover,Aluminum,Saraswathi Auto Works,"Worth the price, satisfied overall. Installation was simple and easy."
09-05-2018,Car Battery Case,Plastic,Vidhyarthi Auto Solutions,Expected better quality for the price. Not satisfied with the product.
09-05-2018,Rubber Seal,Rubber,Shubham Car Components,Not impressed. The part started rusting after a few weeks of use.
09-05-2018,Dashboard Cover,Plastic,Shree Durga Auto Solutions,No complaints. The part performs well and was easy to install.
09-05-2018,Fuel Tank,Aluminum,Omkar Auto Traders,"Not as expected, needs improvement. The quality could be better."
09-05-2018,Radiator,Aluminum,Vishnu Auto Engineers,"Pretty good. It works well, but not as robust as other brands."
09-05-2018,Fuel Tank,Aluminum,Maruthi Auto Parts,"Worst purchase ever, broke after one week. Very disappointed."
09-05-2018,Rubber Seal,Rubber,Ravi Auto Engineers,This part fits perfectly and works like a charm. Totally recommend it!
09-05-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Excellent product, very durable! Worth every penny."
09-05-2018,Engine Cover,Aluminum,Sree Krishna Motors,"Excellent product, very durable! Worth every penny."
09-05-2018,Brake Disc,Steel,Anand Auto Services,"Pretty good. It works well, but not as robust as other brands."
09-05-2018,Radiator,Aluminum,Ravi Auto Engineers,"Great service, product works perfectly. Highly satisfied with the purchase."
09-05-2018,Coolant Pipe,Plastic,Ramesh Auto Traders,"Pretty good. It works well, but not as robust as other brands."
09-05-2018,Brake Disc,Steel,Prabha Auto Parts,"Not as expected, needs improvement. The quality could be better."
09-05-2018,Coolant Pipe,Plastic,Jayam Vehicle Components,"Pretty good. It works well, but not as robust as other brands."
09-05-2018,Exhaust Pipe,Steel,Sree Auto Enterprises,"Great service, product works perfectly. Highly satisfied with the purchase."
09-05-2018,Fuel Tank,Aluminum,Ravi Auto Engineers,"Not as expected, needs improvement. The quality could be better."
09-05-2018,Brake Disc,Steel,Kaveri Engine Parts,"Worth the price, satisfied overall. Installation was simple and easy."
09-05-2018,Engine Cover,Aluminum,Nandini Automotive Services,"Product fits well, but the finish could have been better. Overall, okay."
09-05-2018,Radiator,Aluminum,Prakash Auto Components,"Amazing performance, highly recommend! A must-buy for all car owners."
09-05-2018,Side Mirror Cover,Plastic,Sree Auto Enterprises,Absolutely perfect! Everything fits and functions as it should.
09-05-2018,Exhaust Pipe,Steel,Sree Krishna Motors,Good value for money. Would definitely buy again from this seller.
09-05-2018,Coolant Pipe,Plastic,Lakshmi Vehicle Components,I regret buying this. It's not as advertised and doesn't work properly.
09-05-2018,Fuel Tank,Aluminum,Jayam Vehicle Components,"Excellent product, very durable! Worth every penny."
09-05-2018,Engine Cover,Aluminum,Raghavendra Auto Parts,"Good quality, but a bit expensive compared to others."
09-05-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Works as expected, but I thought it would last longer."
09-05-2018,Brake Disc,Steel,Shakti Automotive,"Product works fine, good for the price. Would buy again."
09-05-2018,Exhaust Pipe,Steel,Kaveri Engine Parts,"Works as expected, but I thought it would last longer."
09-05-2018,Wheel Rim,Steel,Prabha Auto Parts,Absolutely perfect! Everything fits and functions as it should.
09-05-2018,Radiator,Aluminum,Shree Durga Auto Solutions,"Average product, but works fine for basic needs. Could be sturdier."
10-05-2018,Coolant Pipe,Plastic,Ashwini Auto Parts,"Great product, but it took longer to arrive than expected."
10-05-2018,Dashboard Cover,Plastic,Anand Auto Services,Not impressed. The part started rusting after a few weeks of use.
10-05-2018,Wheel Rim,Steel,Techno Car Repairs,I regret buying this. It's not as advertised and doesn't work properly.
10-05-2018,Engine Cover,Aluminum,Ashwini Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
10-05-2018,Coolant Pipe,Plastic,Jayam Vehicle Components,"Excellent product, very durable! Worth every penny."
10-05-2018,Wheel Rim,Steel,Ganga Auto Works,Expected better quality for the price. Not satisfied with the product.
10-05-2018,Engine Cover,Aluminum,Shree Durga Auto Solutions,"Excellent product, very durable! Worth every penny."
10-05-2018,Dashboard Cover,Plastic,Sree Krishna Motors,"It's okay, not great. It did the job, but I expected more durability."
10-05-2018,Radiator,Aluminum,Lakshmi Vehicle Components,"Amazing performance, highly recommend! A must-buy for all car owners."
10-05-2018,Radiator,Aluminum,Kaveri Engine Parts,Expected better quality for the price. Not satisfied with the product.
10-05-2018,Wheel Rim,Steel,Shakti Automotive,"Fast delivery, product is okay. However, customer service could be better."
10-05-2018,Radiator,Aluminum,Ravi Auto Engineers,"Installation was a bit tricky, but the product works fine now."
10-05-2018,Fuel Tank,Aluminum,Krishnamurthy Automotive,"Satisfactory, meets the needs. Could be better in terms of fitment."
10-05-2018,Wheel Rim,Steel,Techno Car Repairs,"Works as expected, but I thought it would last longer."
10-05-2018,Rubber Seal,Rubber,Sri Lakshmi Radiators,This part is very sturdy and has improved my car's performance significantly.
10-05-2018,Engine Cover,Aluminum,Jayam Vehicle Components,"Very poor quality, do not recommend. Broke within a week of use."
10-05-2018,Wheel Rim,Steel,Omkar Auto Traders,"Product works fine, good for the price. Would buy again."
10-05-2018,Exhaust Pipe,Steel,Shubham Car Components,"Great service, product works perfectly. Highly satisfied with the purchase."
10-05-2018,Fuel Tank,Aluminum,Rajesh Auto Suppliers,Very happy with this purchase! It fits my car perfectly and works smoothly.
10-05-2018,Wheel Rim,Steel,Vidhyarthi Auto Solutions,"Received the item late, but it works fine. A little disappointed with the delay."
10-05-2018,Coolant Pipe,Plastic,Durga Motors,Expected better quality for the price. Not satisfied with the product.
10-05-2018,Side Mirror Cover,Plastic,Kaveri Engine Parts,Good value for money. Would definitely buy again from this seller.
10-05-2018,Engine Cover,Aluminum,Techno Car Repairs,"Product works fine, good for the price. Would buy again."
10-05-2018,Rubber Seal,Rubber,Sree Krishna Motors,"Quality is okay, but it could be better. Not as durable as expected."
10-05-2018,Rubber Seal,Rubber,Vishnu Auto Engineers,This part fits perfectly and works like a charm. Totally recommend it!
10-05-2018,Fuel Tank,Aluminum,Ganga Auto Works,Not impressed. The part started rusting after a few weeks of use.
10-05-2018,Coolant Pipe,Plastic,Omkar Auto Traders,Absolutely perfect! Everything fits and functions as it should.
10-05-2018,Fuel Tank,Aluminum,Krishnamurthy Automotive,"Works as expected, but I thought it would last longer."
10-05-2018,Exhaust Pipe,Steel,Omkar Auto Traders,"Worth the price, satisfied overall. Installation was simple and easy."
10-05-2018,Exhaust Pipe,Steel,Durga Motors,"Amazing performance, highly recommend! A must-buy for all car owners."
10-05-2018,Coolant Pipe,Plastic,Nandini Automotive Services,No complaints. The part performs well and was easy to install.
10-05-2018,Exhaust Pipe,Steel,Rajesh Auto Suppliers,This part is very sturdy and has improved my car's performance significantly.
10-05-2018,Wheel Rim,Steel,Sri Lakshmi Radiators,This part fits perfectly and works like a charm. Totally recommend it!
10-05-2018,Coolant Pipe,Plastic,Sree Krishna Motors,"Not as expected, needs improvement. The quality could be better."
10-05-2018,Car Battery Case,Plastic,Sri Lakshmi Radiators,"Pretty good. It works well, but not as robust as other brands."
10-05-2018,Dashboard Cover,Plastic,Lakshmi Vehicle Components,"Product works fine, good for the price. Would buy again."
10-05-2018,Rubber Seal,Rubber,Ganesh Car Services,The product did not meet my expectations. Poor quality and cheap materials.
10-05-2018,Brake Disc,Steel,Venkateshwara Motors,"Installation was a bit tricky, but the product works fine now."
10-05-2018,Coolant Pipe,Plastic,Rajesh Auto Suppliers,This part fits perfectly and works like a charm. Totally recommend it!
10-05-2018,Car Battery Case,Plastic,Sree Ram Auto Services,Expected better quality for the price. Not satisfied with the product.
10-05-2018,Fuel Tank,Aluminum,Jayam Vehicle Components,"Pretty good. It works well, but not as robust as other brands."
10-05-2018,Wheel Rim,Steel,Prabha Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
10-05-2018,Radiator,Aluminum,Jayam Vehicle Components,"Great product, but it took longer to arrive than expected."
10-05-2018,Dashboard Cover,Plastic,Prakash Auto Components,A great product at an affordable price. Would recommend to others.
10-05-2018,Dashboard Cover,Plastic,Shakti Automotive,This part fits perfectly and works like a charm. Totally recommend it!
10-05-2018,Brake Disc,Steel,Ganesh Car Services,"Not as expected, needs improvement. The quality could be better."
10-05-2018,Engine Cover,Aluminum,Prabha Auto Parts,"Fast delivery, product is okay. However, customer service could be better."
10-05-2018,Radiator,Aluminum,Sree Ram Auto Services,"Product fits well, but the finish could have been better. Overall, okay."
10-05-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Average product, but works fine for basic needs. Could be sturdier."
10-05-2018,Dashboard Cover,Plastic,Vishnu Auto Engineers,"Received the item late, but it works fine. A little disappointed with the delay."
10-05-2018,Rubber Seal,Rubber,Venkateshwara Motors,"It's okay, not great. It did the job, but I expected more durability."
10-05-2018,Fuel Tank,Aluminum,Prabha Auto Parts,Not impressed. The part started rusting after a few weeks of use.
10-05-2018,Wheel Rim,Steel,Nandini Automotive Services,"Fast delivery, product is okay. However, customer service could be better."
10-05-2018,Wheel Rim,Steel,Sree Ram Auto Services,I regret buying this. It's not as advertised and doesn't work properly.
10-05-2018,Engine Cover,Aluminum,Venkateshwara Motors,"Worst purchase ever, broke after one week. Very disappointed."
10-05-2018,Dashboard Cover,Plastic,Raghavendra Auto Parts,Very happy with this purchase! It fits my car perfectly and works smoothly.
10-05-2018,Radiator,Aluminum,Krishnamurthy Automotive,"Good quality, but a bit expensive compared to others."
10-05-2018,Car Battery Case,Plastic,Nandini Automotive Services,"Worth the price, satisfied overall. Installation was simple and easy."
10-05-2018,Exhaust Pipe,Steel,Ramesh Auto Traders,"Worst purchase ever, broke after one week. Very disappointed."
10-05-2018,Rubber Seal,Rubber,Saraswathi Auto Works,"Fast delivery, product is okay. However, customer service could be better."
10-05-2018,Radiator,Aluminum,Ravi Auto Engineers,"It's okay, not great. It did the job, but I expected more durability."
10-05-2018,Dashboard Cover,Plastic,Shree Durga Auto Solutions,Not impressed. The part started rusting after a few weeks of use.
10-05-2018,Fuel Tank,Aluminum,Vishnu Auto Engineers,"Received the item late, but it works fine. A little disappointed with the delay."
10-05-2018,Exhaust Pipe,Steel,Prabha Auto Parts,Expected better quality for the price. Not satisfied with the product.
10-05-2018,Brake Disc,Steel,Krishnamurthy Automotive,"Works as expected, but I thought it would last longer."
10-05-2018,Rubber Seal,Rubber,Shubham Car Components,I regret buying this. It's not as advertised and doesn't work properly.
10-05-2018,Engine Cover,Aluminum,Kaveri Engine Parts,"Very poor quality, do not recommend. Broke within a week of use."
10-05-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,This part is very sturdy and has improved my car's performance significantly.
10-05-2018,Dashboard Cover,Plastic,Vidhyarthi Auto Solutions,This part is very sturdy and has improved my car's performance significantly.
10-05-2018,Engine Cover,Aluminum,Anand Auto Services,No complaints. The part performs well and was easy to install.
10-05-2018,Radiator,Aluminum,Ganesh Car Services,Very happy with this purchase! It fits my car perfectly and works smoothly.
11-05-2018,Engine Cover,Aluminum,Ashwini Auto Parts,"Received the item late, but it works fine. A little disappointed with the delay."
11-05-2018,Brake Disc,Steel,Jayam Vehicle Components,Good value for money. Would definitely buy again from this seller.
11-05-2018,Side Mirror Cover,Plastic,Vidhyarthi Auto Solutions,"Received the item late, but it works fine. A little disappointed with the delay."
11-05-2018,Exhaust Pipe,Steel,Vishnu Auto Engineers,"Good quality, but a bit expensive compared to others."
11-05-2018,Engine Cover,Aluminum,Rajesh Auto Suppliers,"Installation was a bit tricky, but the product works fine now."
11-05-2018,Rubber Seal,Rubber,Prakash Auto Components,"Great product, but it took longer to arrive than expected."
11-05-2018,Rubber Seal,Rubber,Saraswathi Auto Works,"Product works fine, good for the price. Would buy again."
11-05-2018,Engine Cover,Aluminum,Ravi Auto Engineers,"Installation was a bit tricky, but the product works fine now."
11-05-2018,Brake Disc,Steel,Ganesh Car Services,"Worth the price, satisfied overall. Installation was simple and easy."
11-05-2018,Exhaust Pipe,Steel,Vishnu Auto Engineers,This part is very sturdy and has improved my car's performance significantly.
11-05-2018,Side Mirror Cover,Plastic,Shubham Car Components,"Worth the price, satisfied overall. Installation was simple and easy."
11-05-2018,Coolant Pipe,Plastic,Sree Auto Enterprises,"Product fits well, but the finish could have been better. Overall, okay."
11-05-2018,Engine Cover,Aluminum,Durga Motors,"Product works fine, good for the price. Would buy again."
11-05-2018,Dashboard Cover,Plastic,Shakti Automotive,"Good quality, but a bit expensive compared to others."
11-05-2018,Dashboard Cover,Plastic,Shubham Car Components,"Worst purchase ever, broke after one week. Very disappointed."
11-05-2018,Rubber Seal,Rubber,Ganesh Car Services,"Not as expected, needs improvement. The quality could be better."
11-05-2018,Car Battery Case,Plastic,Shubham Car Components,"Works as expected, but I thought it would last longer."
11-05-2018,Rubber Seal,Rubber,Raghavendra Auto Parts,"Customer service was very helpful, and the product is good."
11-05-2018,Coolant Pipe,Plastic,Raghavendra Auto Parts,"Great product, but it took longer to arrive than expected."
11-05-2018,Exhaust Pipe,Steel,Venkateshwara Motors,"Excellent product, very durable! Worth every penny."
11-05-2018,Brake Disc,Steel,Sri Lakshmi Radiators,"Not bad, but the price could be reduced a little. It's functional, though."
11-05-2018,Exhaust Pipe,Steel,Anand Auto Services,"Received the item late, but it works fine. A little disappointed with the delay."
11-05-2018,Engine Cover,Aluminum,Omkar Auto Traders,"Received the item late, but it works fine. A little disappointed with the delay."
11-05-2018,Wheel Rim,Steel,Shubham Car Components,Good value for money. Would definitely buy again from this seller.
11-05-2018,Radiator,Aluminum,Nandini Automotive Services,"Amazing performance, highly recommend! A must-buy for all car owners."
11-05-2018,Side Mirror Cover,Plastic,Prakash Auto Components,"Great service, product works perfectly. Highly satisfied with the purchase."
11-05-2018,Rubber Seal,Rubber,Sree Krishna Motors,"Works as expected, but I thought it would last longer."
11-05-2018,Fuel Tank,Aluminum,Anand Auto Services,Very happy with this purchase! It fits my car perfectly and works smoothly.
11-05-2018,Fuel Tank,Aluminum,Nandini Automotive Services,"Worth the price, satisfied overall. Installation was simple and easy."
11-05-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Product fits well, but the finish could have been better. Overall, okay."
12-05-2018,Engine Cover,Aluminum,Sree Ram Auto Services,"Great product, but it took longer to arrive than expected."
12-05-2018,Coolant Pipe,Plastic,Nandini Automotive Services,"Worst purchase ever, broke after one week. Very disappointed."
12-05-2018,Exhaust Pipe,Steel,Prakash Auto Components,Good value for money. Would definitely buy again from this seller.
12-05-2018,Dashboard Cover,Plastic,Shubham Car Components,Absolutely perfect! Everything fits and functions as it should.
12-05-2018,Exhaust Pipe,Steel,Ashwini Auto Parts,"Great service, product works perfectly. Highly satisfied with the purchase."
12-05-2018,Exhaust Pipe,Steel,Omkar Auto Traders,"Great product, but it took longer to arrive than expected."
12-05-2018,Car Battery Case,Plastic,Omkar Auto Traders,"Good quality, but a bit expensive compared to others."
12-05-2018,Engine Cover,Aluminum,Ashwini Auto Parts,Very happy with this purchase! It fits my car perfectly and works smoothly.
12-05-2018,Wheel Rim,Steel,Durga Motors,"Excellent product, very durable! Worth every penny."
12-05-2018,Dashboard Cover,Plastic,Vidhyarthi Auto Solutions,"Customer service was very helpful, and the product is good."
12-05-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,"Product fits well, but the finish could have been better. Overall, okay."
12-05-2018,Car Battery Case,Plastic,Maruthi Auto Parts,No complaints. The part performs well and was easy to install.
12-05-2018,Car Battery Case,Plastic,Nandini Automotive Services,"Great service, product works perfectly. Highly satisfied with the purchase."
12-05-2018,Exhaust Pipe,Steel,Prakash Auto Components,"Good quality, but a bit expensive compared to others."
12-05-2018,Wheel Rim,Steel,Omkar Auto Traders,Not impressed. The part started rusting after a few weeks of use.
12-05-2018,Dashboard Cover,Plastic,Saraswathi Auto Works,This part is very sturdy and has improved my car's performance significantly.
12-05-2018,Wheel Rim,Steel,Sree Krishna Motors,"Product fits well, but the finish could have been better. Overall, okay."
12-05-2018,Wheel Rim,Steel,Ravi Auto Engineers,"Great service, product works perfectly. Highly satisfied with the purchase."
12-05-2018,Radiator,Aluminum,Durga Motors,"Excellent product, very durable! Worth every penny."
12-05-2018,Exhaust Pipe,Steel,Vidhyarthi Auto Solutions,"Fast delivery, product is okay. However, customer service could be better."
12-05-2018,Radiator,Aluminum,Jayam Vehicle Components,This part fits perfectly and works like a charm. Totally recommend it!
12-05-2018,Car Battery Case,Plastic,Nandini Automotive Services,"Amazing performance, highly recommend! A must-buy for all car owners."
12-05-2018,Brake Disc,Steel,Omkar Auto Traders,"Pretty good. It works well, but not as robust as other brands."
12-05-2018,Brake Disc,Steel,Rajesh Auto Suppliers,I regret buying this. It's not as advertised and doesn't work properly.
12-05-2018,Dashboard Cover,Plastic,Saraswathi Auto Works,Good value for money. Would definitely buy again from this seller.
12-05-2018,Rubber Seal,Rubber,Anand Auto Services,"Product fits well, but the finish could have been better. Overall, okay."
12-05-2018,Rubber Seal,Rubber,Maruthi Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
12-05-2018,Exhaust Pipe,Steel,Venkateshwara Motors,"Great service, product works perfectly. Highly satisfied with the purchase."
12-05-2018,Engine Cover,Aluminum,Ramesh Auto Traders,"Not as expected, needs improvement. The quality could be better."
12-05-2018,Radiator,Aluminum,Ravi Auto Engineers,"It's okay, not great. It did the job, but I expected more durability."
12-05-2018,Car Battery Case,Plastic,Ganesh Car Services,"Average product, but works fine for basic needs. Could be sturdier."
12-05-2018,Radiator,Aluminum,Saraswathi Auto Works,"Received the item late, but it works fine. A little disappointed with the delay."
12-05-2018,Engine Cover,Aluminum,Ganga Auto Works,This part fits perfectly and works like a charm. Totally recommend it!
12-05-2018,Engine Cover,Aluminum,Vishnu Auto Engineers,"Worst purchase ever, broke after one week. Very disappointed."
12-05-2018,Brake Disc,Steel,Anand Auto Services,"Customer service was very helpful, and the product is good."
12-05-2018,Brake Disc,Steel,Raghavendra Auto Parts,"Satisfactory, meets the needs. Could be better in terms of fitment."
12-05-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Amazing performance, highly recommend! A must-buy for all car owners."
12-05-2018,Coolant Pipe,Plastic,Sri Lakshmi Radiators,A great product at an affordable price. Would recommend to others.
12-05-2018,Coolant Pipe,Plastic,Shakti Automotive,No complaints. The part performs well and was easy to install.
12-05-2018,Radiator,Aluminum,Sri Lakshmi Radiators,"Not bad, but the price could be reduced a little. It's functional, though."
12-05-2018,Dashboard Cover,Plastic,Durga Motors,"Good quality, but a bit expensive compared to others."
12-05-2018,Side Mirror Cover,Plastic,Ramesh Auto Traders,"Not as expected, needs improvement. The quality could be better."
12-05-2018,Dashboard Cover,Plastic,Omkar Auto Traders,"Product works fine, good for the price. Would buy again."
12-05-2018,Car Battery Case,Plastic,Nandini Automotive Services,"Great product, but it took longer to arrive than expected."
12-05-2018,Wheel Rim,Steel,Techno Car Repairs,"Worth the price, satisfied overall. Installation was simple and easy."
12-05-2018,Rubber Seal,Rubber,Lakshmi Vehicle Components,"Great product, but it took longer to arrive than expected."
12-05-2018,Side Mirror Cover,Plastic,Ganesh Car Services,Expected better quality for the price. Not satisfied with the product.
12-05-2018,Fuel Tank,Aluminum,Maruthi Auto Parts,Good value for money. Would definitely buy again from this seller.
12-05-2018,Engine Cover,Aluminum,Shakti Automotive,Not impressed. The part started rusting after a few weeks of use.
12-05-2018,Rubber Seal,Rubber,Ramesh Auto Traders,Very happy with this purchase! It fits my car perfectly and works smoothly.
12-05-2018,Dashboard Cover,Plastic,Nandini Automotive Services,"Good quality, but a bit expensive compared to others."
12-05-2018,Radiator,Aluminum,Shubham Car Components,Not impressed. The part started rusting after a few weeks of use.
12-05-2018,Dashboard Cover,Plastic,Vishnu Auto Engineers,"Very poor quality, do not recommend. Broke within a week of use."
12-05-2018,Brake Disc,Steel,Sree Ram Auto Services,"Quality is okay, but it could be better. Not as durable as expected."
12-05-2018,Side Mirror Cover,Plastic,Ashwini Auto Parts,"It's okay, not great. It did the job, but I expected more durability."
12-05-2018,Radiator,Aluminum,Krishnamurthy Automotive,No complaints. The part performs well and was easy to install.
12-05-2018,Wheel Rim,Steel,Shree Durga Auto Solutions,"Great service, product works perfectly. Highly satisfied with the purchase."
12-05-2018,Side Mirror Cover,Plastic,Saraswathi Auto Works,"Fast delivery, product is okay. However, customer service could be better."
12-05-2018,Side Mirror Cover,Plastic,Ashwini Auto Parts,"Product works fine, good for the price. Would buy again."
12-05-2018,Wheel Rim,Steel,Sree Auto Enterprises,"Great product, but it took longer to arrive than expected."
12-05-2018,Wheel Rim,Steel,Anand Auto Services,"Satisfactory, meets the needs. Could be better in terms of fitment."
12-05-2018,Engine Cover,Aluminum,Maruthi Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
12-05-2018,Side Mirror Cover,Plastic,Omkar Auto Traders,"Worth the price, satisfied overall. Installation was simple and easy."
12-05-2018,Car Battery Case,Plastic,Sree Auto Enterprises,"Quality is okay, but it could be better. Not as durable as expected."
12-05-2018,Car Battery Case,Plastic,Sree Ram Auto Services,I regret buying this. It's not as advertised and doesn't work properly.
13-05-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Average product, but works fine for basic needs. Could be sturdier."
13-05-2018,Brake Disc,Steel,Sree Auto Enterprises,"Received the item late, but it works fine. A little disappointed with the delay."
13-05-2018,Side Mirror Cover,Plastic,Ganga Auto Works,"Not bad, but the price could be reduced a little. It's functional, though."
13-05-2018,Side Mirror Cover,Plastic,Ramesh Auto Traders,"Great service, product works perfectly. Highly satisfied with the purchase."
13-05-2018,Dashboard Cover,Plastic,Ganga Auto Works,"Product works fine, good for the price. Would buy again."
13-05-2018,Rubber Seal,Rubber,Prakash Auto Components,"Worth the price, satisfied overall. Installation was simple and easy."
13-05-2018,Dashboard Cover,Plastic,Techno Car Repairs,This part is very sturdy and has improved my car's performance significantly.
13-05-2018,Radiator,Aluminum,Maruthi Auto Parts,"Great service, product works perfectly. Highly satisfied with the purchase."
13-05-2018,Radiator,Aluminum,Ashwini Auto Parts,"Excellent product, very durable! Worth every penny."
13-05-2018,Exhaust Pipe,Steel,Nandini Automotive Services,"Worst purchase ever, broke after one week. Very disappointed."
13-05-2018,Car Battery Case,Plastic,Sree Auto Enterprises,"Not bad, but the price could be reduced a little. It's functional, though."
13-05-2018,Coolant Pipe,Plastic,Sree Krishna Motors,"Worth the price, satisfied overall. Installation was simple and easy."
13-05-2018,Radiator,Aluminum,Shubham Car Components,Absolutely perfect! Everything fits and functions as it should.
13-05-2018,Car Battery Case,Plastic,Anand Auto Services,"Not as expected, needs improvement. The quality could be better."
13-05-2018,Brake Disc,Steel,Sree Krishna Motors,"Good quality, but a bit expensive compared to others."
13-05-2018,Fuel Tank,Aluminum,Durga Motors,"Quality is okay, but it could be better. Not as durable as expected."
13-05-2018,Fuel Tank,Aluminum,Kaveri Engine Parts,Good value for money. Would definitely buy again from this seller.
13-05-2018,Fuel Tank,Aluminum,Sri Lakshmi Radiators,Absolutely perfect! Everything fits and functions as it should.
